work_year,Experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,company_location,company_size
2022,Senior-level,Full-Time,Data SciEntry-leveltist,120000,USD,120000,US,US,L
2022,Senior-level,Full-Time,Data Analyst,124190,USD,124190,US,US,M
2022,Executive-level,Full-Time,Data Analyst,130000,USD,130000,US,US,M
2022,Executive-level,Full-Time,Data Analyst,110000,USD,110000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,170000,USD,170000,US,US,M
2022,Mid-level,Full-Time,Data Analyst,115500,USD,115500,US,US,M
2022,Senior-level,Full-Time,Data Analyst,112900,USD,112900,US,US,M
2022,Senior-level,Full-Time,Data Analyst,90320,USD,90320,US,US,M
2022,Senior-level,Full-Time,Data Analyst,112900,USD,112900,US,US,M
2022,Senior-level,Full-Time,Data Analyst,90320,USD,90320,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,165400,USD,165400,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,132320,USD,132320,US,US,M
2022,Mid-level,Full-Time,Data Analyst,167000,USD,167000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,243900,USD,243900,US,US,M
2022,Senior-level,Full-Time,Data Analyst,136600,USD,136600,US,US,M
2022,Senior-level,Full-Time,Data Analyst,109280,USD,109280,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,128875,USD,128875,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,93700,USD,93700,US,US,M
2022,Executive-level,Full-Time,Data SciEntry-leveltist,224000,USD,224000,US,US,M
2022,Executive-level,Full-Time,Data SciEntry-leveltist,167875,USD,167875,US,US,M
2022,Executive-level,Full-Time,Data Analyst,175000,USD,175000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,156600,USD,156600,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,108800,USD,108800,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,95550,USD,95550,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,113000,USD,113000,US,US,L
2022,Senior-level,Full-Time,Data Analyst,135000,USD,135000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,161342,USD,161342,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,137141,USD,137141,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,167000,USD,167000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,123000,USD,123000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,60000,GBP,78526,GB,GB,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,50000,GBP,65438,GB,GB,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,150000,USD,150000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,211500,USD,211500,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,192400,USD,192400,CA,CA,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,90700,USD,90700,CA,CA,M
2022,Senior-level,Full-Time,Data Analyst,130000,USD,130000,CA,CA,M
2022,Senior-level,Full-Time,Data Analyst,61300,USD,61300,CA,CA,M
2022,Senior-level,Full-Time,Data Analyst,130000,USD,130000,CA,CA,M
2022,Senior-level,Full-Time,Data Analyst,61300,USD,61300,CA,CA,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,160000,USD,160000,US,US,L
2022,Senior-level,Full-Time,Data SciEntry-leveltist,138600,USD,138600,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,136000,USD,136000,US,US,M
2022,Mid-level,Full-Time,Data Analyst,58000,USD,58000,US,US,S
2022,Executive-level,Full-Time,Data Analyst,135000,USD,135000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,170000,USD,170000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,123000,USD,123000,US,US,M
2022,Senior-level,Full-Time,Machine Learning Developer,189650,USD,189650,US,US,M
2022,Senior-level,Full-Time,Machine Learning Developer,164996,USD,164996,US,US,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,50000,EUR,54957,GR,GR,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,50000,EUR,54957,GR,GR,M
2022,Executive-level,Full-Time,Data Entry-levelgineer,150000,CAD,118187,CA,CA,S
2022,Senior-level,Full-Time,Data Analyst,132000,USD,132000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,165400,USD,165400,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,208775,USD,208775,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,147800,USD,147800,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,136994,USD,136994,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,101570,USD,101570,US,US,M
2022,Senior-level,Full-Time,Data Analyst,128875,USD,128875,US,US,M
2022,Senior-level,Full-Time,Data Analyst,93700,USD,93700,US,US,M
2022,Executive-level,Full-Time,Machine Learning Developer,6000000,INR,79039,IN,IN,L
2022,Senior-level,Full-Time,Data Entry-levelgineer,132320,USD,132320,US,US,M
2022,Entry-level,Full-Time,Machine Learning Developer,28500,GBP,37300,GB,GB,L
2022,Senior-level,Full-Time,Data Analyst,164000,USD,164000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,155000,USD,155000,US,US,M
2022,Mid-level,Full-Time,Machine Learning Developer,95000,GBP,124333,GB,GB,M
2022,Mid-level,Full-Time,Machine Learning Developer,75000,GBP,98158,GB,GB,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,120000,USD,120000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,112900,USD,112900,US,US,M
2022,Senior-level,Full-Time,Data Analyst,90320,USD,90320,US,US,M
2022,Senior-level,Full-Time,Data Analyst,145000,USD,145000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,105400,USD,105400,US,US,M
2022,Mid-level,Full-Time,Machine Learning Developer,80000,EUR,87932,FR,DE,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,90000,GBP,117789,GB,GB,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,215300,USD,215300,US,US,L
2022,Senior-level,Full-Time,Data SciEntry-leveltist,158200,USD,158200,US,US,L
2022,Senior-level,Full-Time,Data Entry-levelgineer,209100,USD,209100,US,US,L
2022,Senior-level,Full-Time,Data Entry-levelgineer,154600,USD,154600,US,US,L
2022,Senior-level,Full-Time,Data Analyst,115934,USD,115934,US,US,M
2022,Senior-level,Full-Time,Data Analyst,81666,USD,81666,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,175000,USD,175000,US,US,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,75000,GBP,98158,GB,GB,M
2022,Mid-level,Full-Time,Data Analyst,58000,USD,58000,US,US,S
2022,Senior-level,Full-Time,Data Entry-levelgineer,183600,USD,183600,US,US,L
2022,Mid-level,Full-Time,Data Analyst,40000,GBP,52351,GB,GB,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,180000,USD,180000,US,US,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,55000,GBP,71982,GB,GB,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,35000,GBP,45807,GB,GB,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,60000,EUR,65949,GR,GR,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,45000,EUR,49461,GR,GR,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,60000,GBP,78526,GB,GB,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,45000,GBP,58894,GB,GB,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,260000,USD,260000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,60000,USD,60000,AR,MX,L
2022,Mid-level,Full-Time,Data Entry-levelgineer,63900,USD,63900,US,US,M
2022,Mid-level,Full-Time,Machine Learning Developer,160000,USD,160000,US,US,L
2022,Mid-level,Full-Time,Machine Learning Developer,112300,USD,112300,US,US,L
2022,Mid-level,Full-Time,Data SciEntry-leveltist,241000,USD,241000,US,US,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,159000,USD,159000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,180000,USD,180000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,80000,USD,80000,US,US,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,82900,USD,82900,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,100800,USD,100800,US,US,L
2022,Mid-level,Full-Time,Data Entry-levelgineer,45000,EUR,49461,ES,ES,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,140400,USD,140400,US,US,L
2022,Mid-level,Full-Time,Data Analyst,30000,GBP,39263,GB,GB,M
2022,Mid-level,Full-Time,Data Analyst,40000,EUR,43966,ES,ES,M
2022,Mid-level,Full-Time,Data Analyst,30000,EUR,32974,ES,ES,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,80000,EUR,87932,ES,ES,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,70000,EUR,76940,ES,ES,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,80000,GBP,104702,GB,GB,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,70000,GBP,91614,GB,GB,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,60000,EUR,65949,ES,ES,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,80000,EUR,87932,GR,GR,M
2022,Senior-level,Full-Time,Machine Learning Developer,189650,USD,189650,US,US,M
2022,Senior-level,Full-Time,Machine Learning Developer,164996,USD,164996,US,US,M
2022,Mid-level,Full-Time,Data Analyst,40000,EUR,43966,GR,GR,M
2022,Mid-level,Full-Time,Data Analyst,30000,EUR,32974,GR,GR,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,75000,GBP,98158,GB,GB,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,60000,GBP,78526,GB,GB,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,215300,USD,215300,US,US,L
2022,Mid-level,Full-Time,Data Entry-levelgineer,70000,EUR,76940,GR,GR,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,209100,USD,209100,US,US,L
2022,Senior-level,Full-Time,Data Entry-levelgineer,154600,USD,154600,US,US,L
2022,Senior-level,Full-Time,Data Entry-levelgineer,180000,USD,180000,US,US,M
2022,Entry-level,Full-Time,Data Entry-levelgineer,20000,EUR,21983,PT,PT,L
2022,Senior-level,Full-Time,Data Entry-levelgineer,80000,USD,80000,US,US,M
2022,Mid-level,Full-Time,Machine Learning Developer,100000,CAD,78791,CA,CA,M
2022,Executive-level,Full-Time,Data SciEntry-leveltist,250000,CAD,196979,CA,CA,L
2022,Mid-level,Full-Time,Machine Learning Developer,120000,USD,120000,US,US,S
2022,Entry-level,Full-Time,Data Entry-levelgineer,125000,USD,125000,US,US,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,240000,CNY,37236,US,US,L
2022,Senior-level,Full-Time,Data Entry-levelgineer,105000,USD,105000,US,US,M
2022,Senior-level,Full-Time,Machine Learning Developer,80000,EUR,87932,DE,DE,M
2022,Mid-level,Full-Time,Data Analyst,1400000,INR,18442,IN,IN,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,2400000,INR,31615,IN,IN,L
2022,Mid-level,Full-Time,Machine Learning Developer,53000,EUR,58255,PT,PT,L
2022,Entry-level,Full-Time,Data Analyst,100000,USD,100000,US,US,L
2022,Mid-level,Part-Time,Data Entry-levelgineer,50000,EUR,54957,DE,DE,L
2022,Entry-level,Full-Time,Data SciEntry-leveltist,1400000,INR,18442,IN,IN,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,148000,EUR,162674,DE,DE,M
2022,Entry-level,Full-Time,Data Entry-levelgineer,120000,USD,120000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,144000,USD,144000,US,US,L
2022,Senior-level,Full-Time,Data SciEntry-leveltist,104890,USD,104890,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,100000,USD,100000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,140000,USD,140000,US,US,M
2022,Mid-level,Full-Time,Data Analyst,135000,USD,135000,US,US,M
2022,Mid-level,Full-Time,Data Analyst,50000,USD,50000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,220000,USD,220000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,140000,USD,140000,US,US,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,140000,GBP,183228,GB,GB,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,70000,GBP,91614,GB,GB,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,185100,USD,185100,US,US,M
2022,Senior-level,Full-Time,Machine Learning Developer,220000,USD,220000,US,US,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,200000,USD,200000,US,US,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,120000,USD,120000,US,US,M
2022,Senior-level,Full-Time,Machine Learning Developer,120000,USD,120000,AE,AE,S
2022,Senior-level,Full-Time,Machine Learning Developer,65000,USD,65000,AE,AE,S
2022,Executive-level,Full-Time,Data Entry-levelgineer,324000,USD,324000,US,US,M
2022,Executive-level,Full-Time,Data Entry-levelgineer,216000,USD,216000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,210000,USD,210000,US,US,M
2022,Senior-level,Full-Time,Machine Learning Developer,120000,USD,120000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,230000,USD,230000,US,US,M
2022,Entry-level,Part-Time,Data SciEntry-leveltist,100000,USD,100000,DZ,DZ,M
2022,Mid-level,Freelance,Data SciEntry-leveltist,100000,USD,100000,CA,US,M
2022,Entry-level,Contract,Machine Learning Developer,29000,EUR,31875,TN,CZ,M
2022,Senior-level,Full-Time,Data Analyst,200000,USD,200000,MY,US,M
2022,Mid-level,Full-Time,Data Analyst,75000,USD,75000,CA,CA,S
2022,Mid-level,Full-Time,Data SciEntry-leveltist,150000,PLN,35590,PL,PL,L
2022,Senior-level,Full-Time,Machine Learning Developer,100000,CAD,78791,CA,CA,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,100000,USD,100000,BR,US,M
2022,Mid-level,Full-Time,Machine Learning Developer,153000,USD,153000,US,US,M
2022,Entry-level,Full-Time,Data Entry-levelgineer,52800,EUR,58035,PK,DE,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,165000,USD,165000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,85000,EUR,93427,FR,FR,L
2022,Entry-level,Full-Time,Data SciEntry-leveltist,66500,CAD,52396,CA,CA,L
2022,Senior-level,Full-Time,Machine Learning Developer,57000,EUR,62651,NL,NL,L
2022,Mid-level,Full-Time,Data Analyst,30000,EUR,32974,EE,EE,S
2022,Entry-level,Full-Time,Data SciEntry-leveltist,40000,USD,40000,JP,MY,L
2022,Mid-level,Full-Time,Machine Learning Developer,121000,AUD,87425,AU,AU,L
2022,Senior-level,Full-Time,Data Entry-levelgineer,115000,USD,115000,US,US,M
2022,Entry-level,Full-Time,Data SciEntry-leveltist,120000,AUD,86703,AU,AU,M
2022,Mid-level,Full-Time,Machine Learning Developer,75000,USD,75000,BO,US,L
2022,Mid-level,Full-Time,Data SciEntry-leveltist,59000,EUR,64849,AT,AT,L
2022,Entry-level,Full-Time,Data SciEntry-leveltist,120000,USD,120000,US,US,L
2022,Mid-level,Full-Time,Data SciEntry-leveltist,157000,USD,157000,US,US,L
2022,Entry-level,Full-Time,Data Entry-levelgineer,150000,USD,150000,AU,AU,S
2022,Mid-level,Full-Time,Data Analyst,90000,CAD,70912,CA,CA,L
2022,Entry-level,Full-Time,Data Entry-levelgineer,65000,USD,65000,US,US,S
2022,Senior-level,Full-Time,Machine Learning Developer,65000,EUR,71444,IE,IE,S
2022,Entry-level,Full-Time,Data Analyst,20000,USD,20000,PK,PK,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,48000,USD,48000,RU,US,S
2022,Senior-level,Full-Time,Data SciEntry-leveltist,152500,USD,152500,US,US,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,62000,EUR,68147,FR,FR,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,115000,CHF,122346,CH,CH,L
2022,Senior-level,Full-Time,Data SciEntry-leveltist,380000,USD,380000,US,US,L
2022,Mid-level,Full-Time,Data SciEntry-leveltist,88000,CAD,69336,CA,CA,M
2022,Entry-level,Full-Time,Data Entry-levelgineer,10000,USD,10000,PT,LU,M
2022,Mid-level,Full-Time,Data Analyst,20000,USD,20000,GR,GR,S
2022,Senior-level,Full-Time,Data Analyst,405000,USD,405000,US,US,L
2022,Mid-level,Full-Time,Data SciEntry-leveltist,135000,USD,135000,US,US,L
2022,Senior-level,Full-Time,Data SciEntry-leveltist,177000,USD,177000,US,US,L
2022,Mid-level,Full-Time,Data SciEntry-leveltist,78000,USD,78000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,135000,USD,135000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,100000,USD,100000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,90320,USD,90320,US,US,M
2022,Mid-level,Full-Time,Data Analyst,85000,USD,85000,CA,CA,M
2022,Mid-level,Full-Time,Data Analyst,75000,USD,75000,CA,CA,M
2022,Senior-level,Full-Time,Machine Learning Developer,214000,USD,214000,US,US,M
2022,Senior-level,Full-Time,Machine Learning Developer,192600,USD,192600,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,266400,USD,266400,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,213120,USD,213120,US,US,M
2022,Senior-level,Full-Time,Data Analyst,112900,USD,112900,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,155000,USD,155000,US,US,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,141300,USD,141300,US,US,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,102100,USD,102100,US,US,M
2022,Senior-level,Full-Time,Data Analyst,115934,USD,115934,US,US,M
2022,Senior-level,Full-Time,Data Analyst,81666,USD,81666,US,US,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,206699,USD,206699,US,US,M
2022,Mid-level,Full-Time,Data Entry-levelgineer,99100,USD,99100,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,130000,USD,130000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,115000,USD,115000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,110500,USD,110500,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,130000,USD,130000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,99050,USD,99050,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,160000,USD,160000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,205300,USD,205300,US,US,L
2022,Senior-level,Full-Time,Data SciEntry-leveltist,140400,USD,140400,US,US,L
2022,Senior-level,Full-Time,Data SciEntry-leveltist,176000,USD,176000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,144000,USD,144000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,200100,USD,200100,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,160000,USD,160000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,145000,USD,145000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,70500,USD,70500,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,205300,USD,205300,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,140400,USD,140400,US,US,M
2022,Senior-level,Full-Time,Data Analyst,205300,USD,205300,US,US,M
2022,Senior-level,Full-Time,Data Analyst,184700,USD,184700,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,175100,USD,175100,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,140250,USD,140250,US,US,M
2022,Senior-level,Full-Time,Data Analyst,116150,USD,116150,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,54000,USD,54000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,170000,USD,170000,US,US,M
2022,Mid-level,Full-Time,Data Analyst,50000,GBP,65438,GB,GB,M
2022,Senior-level,Full-Time,Data Analyst,80000,USD,80000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,140000,USD,140000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,210000,USD,210000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,140000,USD,140000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,100000,USD,100000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,69000,USD,69000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,210000,USD,210000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,140000,USD,140000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,210000,USD,210000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,150075,USD,150075,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,100000,USD,100000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,25000,USD,25000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,126500,USD,126500,US,US,M
2022,Senior-level,Full-Time,Data Analyst,106260,USD,106260,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,220110,USD,220110,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,160080,USD,160080,US,US,M
2022,Senior-level,Full-Time,Data Analyst,105000,USD,105000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,110925,USD,110925,US,US,M
2022,Mid-level,Full-Time,Data Analyst,35000,GBP,45807,GB,GB,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,140000,USD,140000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,99000,USD,99000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,60000,USD,60000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,192564,USD,192564,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,144854,USD,144854,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,230000,USD,230000,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,150000,USD,150000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,150260,USD,150260,US,US,M
2022,Senior-level,Full-Time,Data Analyst,109280,USD,109280,US,US,M
2022,Senior-level,Full-Time,Data SciEntry-leveltist,210000,USD,210000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,170000,USD,170000,US,US,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,160000,USD,160000,US,US,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,130000,USD,130000,US,US,M
2022,Entry-level,Full-Time,Data Analyst,67000,USD,67000,CA,CA,M
2022,Entry-level,Full-Time,Data Analyst,52000,USD,52000,CA,CA,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,154000,USD,154000,US,US,M
2022,Senior-level,Full-Time,Data Entry-levelgineer,126000,USD,126000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,129000,USD,129000,US,US,M
2022,Senior-level,Full-Time,Data Analyst,150000,USD,150000,US,US,M
2022,Mid-level,Full-Time,Data SciEntry-leveltist,200000,USD,200000,IN,US,L
